"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 06 13:56:28 GMT 2024","Thu Jun 06 13:56:39 GMT 2024","11317","","","","ProjectTests","AddProjectWithEmptyName","AddProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"passed","Thu Jun 06 13:56:46 GMT 2024","Thu Jun 06 13:56:48 GMT 2024","2149","","","","LoginTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Thu Jun 06 13:56:38 GMT 2024","Thu Jun 06 13:56:42 GMT 2024","4112","","","","ProjectTests","AddProjectWithModel","AddProjectWithModel","Verifying a project with model data has been added"
"passed","Thu Jun 06 13:56:45 GMT 2024","Thu Jun 06 13:56:47 GMT 2024","1899","","","","LoginTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"passed","Thu Jun 06 13:56:39 GMT 2024","Thu Jun 06 13:56:44 GMT 2024","4393","","","","ProjectTests","MessageInProjectDelConformationWindow","MessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"passed","Thu Jun 06 13:56:28 GMT 2024","Thu Jun 06 13:56:37 GMT 2024","9550","","","","LoginTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"passed","Thu Jun 06 13:56:42 GMT 2024","Thu Jun 06 13:56:46 GMT 2024","4115","","","","ProjectTests","ProjectExistsAfterRefusalDeleteIt","ProjectExistsAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
"passed","Thu Jun 06 13:56:43 GMT 2024","Thu Jun 06 13:56:45 GMT 2024","1973","","","","LoginTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""e_liska@mail.ru"",""12345"")","Check the error messages if username or password are incorrect"
"broken","Thu Jun 06 13:56:28 GMT 2024","Thu Jun 06 13:56:43 GMT 2024","14848","","","","LoginTests","LoginWithEmptyUserNameAndShortPassword","LoginWithEmptyUserNameAndShortPassword","Check the error messages if username is empty and password is less than 5 characters"
"passed","Thu Jun 06 13:56:46 GMT 2024","Thu Jun 06 13:56:47 GMT 2024","1736","","","","LoginTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"passed","Thu Jun 06 13:56:28 GMT 2024","Thu Jun 06 13:56:38 GMT 2024","9723","","","","LoginTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"passed","Thu Jun 06 13:56:44 GMT 2024","Thu Jun 06 13:56:46 GMT 2024","1981","","","","LoginTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""WrongUserName"",""tmsQAC0401?"")","Check the error messages if username or password are incorrect"
"passed","Thu Jun 06 13:56:38 GMT 2024","Thu Jun 06 13:56:48 GMT 2024","10120","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
